서울 서초구 서초1동 1622-9,37.4873537085461,127.015945322679
서울 서초구 서초1동 1648-1,37.4909555928946,127.019449634565
서울 서초구 서초1동 1438-15,37.4862138098418,127.022751032805
서울 서초구 서초1동 1432-20,37.4837968349055,127.022383516413
서울 서초구 서초1동 1610-20,37.489408701934,127.022709825267
서울 서초구 서초1동 1617-26,37.4875250323605,127.021874114027
서울 서초구 서초1동 1617-41,37.4871323487873,127.021015005074
서울 서초구 서초1동 1617-1,37.4878102016478,127.020876682688
서울 서초구 서초1동 1430-1,37.4843595613529,127.020643032599
서울 서초구 서초1동 1628-30,37.4884243690174,127.017884285632
서울 서초구 서초1동 1608-8,37.4885290088653,127.023372615065
서울 서초구 서초1동 1636-1,37.4947262215843,127.021007068413
서울 서초구 서초1동 1622-13,37.4874553893226,127.016261037705
서울 서초구 서초1동 1666-2,37.4925985773089,127.016505723664
서울 서초구 서초1동 1643-18,37.4912986729262,127.019592539143
서울 서초구 서초1동 1643-31,37.4922964756552,127.018872153656
서울 서초구 서초1동 1666-17,37.4923734648062,127.016795832583
서울 서초구 서초1동 1610-1,37.4900754975173,127.022448711607
서울 서초구 서초1동 1635-10,37.4934952682199,127.021494549947
서울 서초구 서초1동 1668-1,37.4937873123565,127.01810324382
서울 서초구 서초1동 1668-12,37.4933758054846,127.018788746301
서울 서초구 서초1동 1618-3,37.4874336531359,127.018261027077
서울 서초구 서초1동 1679-6,37.4949872606422,127.020909212465
서울 서초구 서초2동 1350,37.485939122283,127.026498489227
서울 서초구 서초2동 1349,37.4867935490841,127.026893969643
서울 서초구 서초2동 1324-1,37.4942567076018,127.022940734383
서울 서초구 서초2동 1349-21,37.4865333437054,127.027261916986
서울 서초구 서초2동 1360-24,37.4864756394687,127.031750292078
서울 서초구 서초2동 1357-48,37.4879512646568,127.030903559143
서울 서초구 서초3동 1518-1,37.4858471828889,127.005432365723
서울 서초구 서초3동 1451-66,37.48272803537,127.013678545418
서울 서초구 서초3동 1451-76,37.4820623830579,127.013565813742
서울 서초구 서초3동 1466-4,37.4807017352463,127.010341194495
서울 서초구 서초3동 1467-70,37.4799328261845,127.007841571938
서울 서초구 서초3동 1469-6,37.4805199818178,127.008310154998
서울 서초구 서초3동 1487-63,37.4811480824098,127.006787516275
